,username,text,date,is-retweet,likes,retweets,comments
339,Crypto Rover,"🐾 Clumsy Discount Codes April 🐾  Introducing to you @CATMANONSOL, a self-sustaining utility centric project revolutionizing traditional experiences for traders and users on the solana network!  Unlock exclusive discounts on CATMAN 🎉  Get 50% off trading fees on Catman Swap by using clumsy codes while trading your favourite tokens:  📅 Day 1: @HobbesOnSolana Clumsy Code: HOBBES  📅 Day 2: @MewsWorld Clumsy Code: MEW  📅 Day 3: @Slerfsol Clumsy Code: SLERF  📅 Day 4: @ponkesol Clumsy Code: PONKE  📅 Day 5: @bonk_inu Clumsy Code: BONK  Stay tuned for more Clumsy Codes dropping every week and maximize your returns 👇 https://swap.catmanofficial.com https://nitter.net/messages/media/1782797597796900951",04/23/2024 05:19 PM,False,175,46,76
340,Crypto Rover,Last cycle $DOGE hit $90 billion market cap.  Now the total memecoin market cap is just $55 billion.  We are so early to the next memecoin season.,04/23/2024 05:08 PM,False,563,73,126
341,Crypto Rover,Whenever #Bitcoin breaks out of this region...  We will see explosive price action.,04/23/2024 04:37 PM,False,685,113,104
342,Crypto Rover,There is a huge #Bitcoin liquidation imminent!  Are you prepared?,04/23/2024 04:01 PM,False,644,100,147
343,Crypto Rover,Should I buy a new car or invest it all in a memecoin?,04/23/2024 03:42 PM,False,1244,162,1085
344,Crypto Rover,💥BREAKING: FULL MOON JUST HIT.  THE #BITCOIN BULL MARKET CONTINUES.,04/23/2024 03:39 PM,False,1741,293,162
345,Crypto Rover,"$WORK is surging in holders, and you must read this thread to understand how life changing WorkX really is!",04/23/2024 03:32 PM,False,244,59,70
346,Crypto Rover,I think #Bitcoin will pump to $70k today...,04/23/2024 03:03 PM,False,1637,139,318
347,Crypto Rover,Top 5 #Memecoins To Hold for 2024 BULL RUN!  Watch ASAP:👇 https://piped.video/lhcPbgQtAvg,04/23/2024 02:40 PM,False,431,83,281
348,Crypto Rover,#BITCOIN IS PUMPING 🚀,04/23/2024 02:34 PM,False,2061,297,255
349,Crypto Rover,"$HUND is still consolidating and is still in my accumulation range.  I am a buyer here, once the market sentiment is back, this thing will pop.",04/23/2024 02:19 PM,False,386,89,96
350,Crypto Rover,#Bitcoin send it HIGHER! 🚀,04/23/2024 02:12 PM,False,1293,230,199
351,Crypto Rover,$BCCOIN is going absolutely parabolic and it’s just not stopping…  The @BlackCardCoin is a Crypto Credit Card which gives you 10% cashback instantly on all your transactions.  Join the financial revolution with BlackCardCoin and experience the future of spending. Embrace unparalleled financial freedom and empowerment with the world’s first unlimited crypto credit card.  https://blackcardcoin.com?utm_source=uptrend014,04/23/2024 01:57 PM,False,208,47,56
352,Crypto Rover,Life changing alt season is coming.   Are you ready?,04/23/2024 01:37 PM,False,1862,199,438
353,Crypto Rover,How could you even think this is bearish for #Bitcoin ...,04/23/2024 01:02 PM,False,940,154,138
354,Crypto Rover,"In 32 days, it is the Spot #Ethereum ETF final decision deadline.  Are you ready for what is next?",04/23/2024 12:23 PM,False,645,121,165
355,Crypto Rover,I hold 10 RSIC Miners.  Should I buy more?,04/23/2024 12:20 PM,False,208,50,86
356,Crypto Rover,The fact that this #Bitcoin runup keeps getting shorted makes me so bullish! 🚀,04/23/2024 11:47 AM,False,572,84,149
357,Crypto Rover,"Once the #Bitcoin bull flag breaks out, $100k will come really fast.",04/23/2024 11:09 AM,False,1316,243,345
358,Crypto Rover,"Claim a $200 #Bitcoin or #Ethereum Trade on Bybit!  How to claim: • Sign up a new account using the link below • Deposit $100 within 7 days • Open up your free trade  🔸 Link: https://bybit.com/en/airdrop-activity-new?campaign_id=7717&affiliate_id=16210  + You are also eligible for a $40,000 deposit bonus using this link.",04/23/2024 10:42 AM,False,189,51,59
